1667782643292130,148825,
1667782647132899,5968,1636312,41840,
1667782650797255,6967,1611615,52023,
1667782654436402,6372,1624000,40133,
1667782658087315,6162,1606993,52349,
1667782661721218,4995,1611946,50350,
1667782665362206,6534,1612634,44471,
1667782669002241,5500,1642200,38405,
1667782672672065,6963,1588221,103272,
1667782676287615,5368,1633010,48317,
1667782679948029,6548,1619027,66897,
1667782683595698,5813,1639146,46031,
1667782687260458,5507,1620294,39508,
1667782690909039,5258,1629510,55075,
1667782694565717,8423,1659504,59166,
1667782698252918,6421,1628172,62062,
1667782701906903,6868,1594553,64601,
1667782705529456,5439,1616264,39314,
1667782709172708,6692,1623872,63396,
1667782712824109,6675,1592648,59943,
