1671486804448429,59744,3634021,449861,
1671486809013526,49269,3146949,395573,
1671486812904289,42797,3093201,386617,
1671486816805281,45275,3094911,374245,
1671486820653280,43642,3081555,373460,
1671486824509187,45159,3146934,384526,
1671486828328766,49285,3080159,370307,
1671486831966190,42826,2945260,367719,
1671486835669702,43744,3200649,392657,
1671486839672769,50718,3171945,369929,
1671486843799292,44042,3130525,315854,
1671486847512171,58198,3146811,363545,
1671486851698113,44279,3247546,458142,
