1667677504520844,7910,1115211,176936,
1667677701355341,8691,1005352,115983,
1667677764259063,9725,1008156,124992,
1667677766517694,8175,1016702,116019,
1667677768438084,9604,991640,116940,
1667677770399610,10488,1002031,124194,
1667677772027055,6353,1019831,121021,
1667677773654486,6446,985840,125586,
1667677775406736,8016,994611,124776,
1667677777208562,6901,992638,120354,
1667677778635644,6880,1017179,126995,
1667677817930227,10189,1030109,115830,
1667677819666018,8312,1008711,117843,
1667677820950608,6264,1012510,113685,
1667677822286746,7914,980933,124461,
1667677823867924,5831,945524,115475,
1667677825355314,4609,915202,116874,
1667677826870084,7351,957417,112566,
1667678199821672,6251,965141,157971,
1667678201885827,7163,995633,116401,
1667678203710785,6544,931938,117933,
1667678205713689,6265,946937,119620,
1667678244439340,7452,964826,108897,
1667678246080133,5995,939347,112134,
1667678247695947,5421,933492,113303,
1667678249203078,6728,932977,112314,
1667678250595000,5042,922540,113205,
1667678252160678,5583,951866,115829,
1667678253931183,5498,962564,103283,
1667678255336861,4118,913652,126796,
1667678322186812,6521,953971,116703,
1667678373158320,7812,1001024,117818,
1667678374944507,7057,944091,121846,
1667678376724824,3842,915160,117445,
1667678378351613,9683,1084593,91639,
1667678380061360,5553,918237,118485,
1667678381643336,5846,937099,118727,
1667678383168882,8534,957693,121235,
1667678384807028,3813,924236,124711,
1667678386344710,4711,956313,123203,
1667678387914391,4877,942386,121322,
1667678389487393,4691,923979,123550,
