1671485951171567,60032,4532414,1586926,
1671485956672033,46765,4441842,1615410,
1671485962044049,72263,4254701,1557659,
1671485967068925,46295,4170221,1524610,
1671485972100579,45894,4355066,1536351,
1671485977256866,48910,4302548,1597808,
1671485982590131,45694,4197693,1561914,
1671485987776393,43344,4195366,1508030,
1671485992389457,50977,4212606,1565992,
1671486008488073,45837,4220972,1530283,
1671486048009298,45818,4242154,1487711,
1671486053207231,48801,4261712,1517280,
1671486058326042,45114,4202639,1500284,
1671486063387835,49364,4193992,1495304,
