1670260778245852,18433,3422858,270968,
1670260782646399,16259,3894347,303134,
1670260788061081,16625,3706001,224049,
1670260795594361,19085,3388946,221297,
1670260800451690,17596,3543782,182241,
1670260805290410,18314,3624461,265515,
1670260823789367,17952,3503107,245410,
1670260828637834,18957,3361738,256383,
1670260832799423,15276,3475909,249768,
1670260837074655,17649,3485989,225106,
1670260841282177,15734,3525578,224770,
1670260845586400,18400,3541368,216135,
1670260849789344,15333,3482602,339252,
