1667783631118316,5560,886473,41117,
1667783634057626,7256,856802,43983,
1667783636932210,6313,880259,31313,
1667783639839495,5925,880252,31138,
1667783642752238,5209,846488,31179,
1667783645619745,5319,908516,17713,
1667783648568573,5580,890697,28995,
1667783651474258,8127,880895,30998,
1667783654385251,5307,879763,33796,
1667783657289413,5265,890099,19256,
1667783660202895,7122,873686,33397,
1667783663105274,6169,885328,33005,
1667783666015276,5824,882031,28040,
1667783668936235,5636,904279,38171,
1667783671854209,5620,911931,21419,
1667783674761743,6251,877154,44108,
1667783677697540,6724,873044,25434,
1667783680593175,24293,
