1671550802693622,34791,2065180,166450,
1671550806341863,28308,1936680,27865,
1671550808991924,27300,2008766,19765,
1671550811722141,25144,1890491,16508,
1671550814235138,23801,1871256,130807,
1671550816671844,24166,1918985,11777,
1671550819305765,26052,1856329,11544,
1671550821797832,30417,1859995,41186,
1671550824139608,25853,1943994,14787,
1671550826589709,23671,1957808,32087,
1671550829484504,27102,1962163,49063,
1671550832371138,24179,1942092,24337,
1671550835369146,25697,1870753,49830,
1671550838187234,24046,1918787,48113,
1671550840878634,28726,1835327,34986,
1671550843697809,24207,1942148,13222,
1671550846568192,25399,1979288,44427,
