1667678891111267,8668,1818216,315661,
1667678945070388,6621,1733627,249049,
1667678948008149,11247,1750038,241291,
1667678950794017,8340,1740319,241424,
1667678953279017,7112,1759247,252289,
1667678955738250,6307,1771196,231108,
1667678958298878,7888,1748871,243649,
1667678960730168,9084,1733920,234932,
1667678963141612,9896,1789868,253302,
1667678965653613,8570,1736387,240409,
1667678968134395,9353,1760500,244672,
1667678970546163,6500,1747071,250133,
1667678973041149,6674,1751844,234416,
1667678975587227,6698,1725580,243486,
1667678978066326,10075,1812580,277516,
1667678980562522,7079,1744368,252545,
1667678983047717,8634,1782791,217301,
1667678985460350,6456,1754935,277238,
1667678987901892,8022,1752380,237016,
1667678990339383,8574,1755723,233499,
1667678992695715,8920,1792246,210036,
1667678995527173,7568,1747363,248692,
1667678997968066,10754,1744925,244000,
1667679000409745,7692,1764742,206844,
1667679002890064,6153,1769046,247665,
1667679005244150,6046,1757619,248845,
1667679007760246,9076,1735800,248854,
1667679010110296,7777,1754737,238877,
1667679012490940,7722,1735724,244478,
1667679014863437,6301,1731118,239956,
1667679017400065,6229,1656841,244069,
