1670260276986802,17344,2332026,126289,
1670260280380361,17373,2736533,125439,
1670260283917315,15583,2375034,146354,
1670260287031278,17183,2737428,143485,
1670260291012424,15960,2555540,108701,
1670260294479009,17326,2339133,118812,
1670260297529439,17133,2270313,122619,
1670260300557428,17353,2247079,145162,
1670260303507811,15850,2281810,112814,
1670260306440957,15214,2327355,96614,
1670260309561171,17589,2238927,137613,
1670260312600030,15723,2241822,106529,
1670260315683472,18500,2298383,123066,
