1671487700041681,59224,3632865,377375,
1671487704680923,47305,3266931,265018,
1671487708881910,57931,3121977,192316,
1671487712768129,43239,3179441,176781,
1671487716680205,45716,3637918,153354,
1671487720993887,43179,3065146,138469,
1671487724782024,48547,3163167,164586,
1671487728655988,44304,3098611,104821,
1671487732457080,44943,3069613,185854,
1671487736166105,45552,3121855,181744,
1671487739895728,47388,3127797,180681,
1671487743682047,43315,3284743,272937,
