1671486991510239,59625,3591751,346891,
1671486995890694,47123,3067120,300022,
1671486999760862,56221,3234135,295423,
1671487003449342,43010,3124932,307601,
1671487007240162,50542,3217702,273346,
1671487011089636,45048,3227068,322263,
1671487015104317,48833,3130991,312144,
1671487018882730,43817,3112451,295190,
1671487022679502,49698,3222289,285712,
1671487026342013,43533,3134691,281063,
1671487030283335,48962,3158977,265672,
1671487037174800,42655,3178542,269635,
1671487042246395,42851,3159550,298534,
