1667871061693412,20061,1090401,76352,
1667871139233341,17772,968304,26137,
1667871141220828,22349,984883,40516,
1667871142944154,17178,1029270,31965,
1667871144475368,19004,1006828,27645,
1667871146191527,20200,979886,39576,
1667871147902229,18440,988657,17818,
1667871149349185,17766,982671,30558,
1667871150758053,17447,995901,37419,
1667871152202758,18167,979222,28282,
1667871153615887,17925,989035,38238,
1667871155107531,17976,994173,25877,
1667871156643349,18858,973722,31780,
1667871158286332,19561,982432,27843,
1667871160489793,19622,1004520,33786,
1667871162246200,17709,915520,21101,
